"id","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","basket_value","recency_days","cluster0","cluster1","cluster2","cluster3","cluster4","low_value_basket","medium_value_basket","high_value_basket"
3226,,,,,,,,,"Yes",,,,,4.9,37,,,,"Yes",,,"Yes",
3228,,,,,,,,"Yes",,,,"Yes",,3.2,50,,,,"Yes",,,"Yes",
3230,,,,,,"Yes",,,,,,,,3.1,27,,,,"Yes",,,"Yes",
3231,,,,,,,,,"Yes",,,,,4.9,46,,,,"Yes",,,"Yes",
3232,,,,,"Yes",,,,,,,,,2.2,58,,,"Yes",,,"Yes",,
3234,,,,"Yes",,,,"Yes",,,,,"Yes",7.9,10,"Yes",,,,,,,"Yes"
3235,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3236,,,,,,,,,,"Yes",,,,1.6,71,,,"Yes",,,"Yes",,
3238,,,,,,,,,,,,"Yes",,1.7,59,,,"Yes",,,"Yes",,
3239,,,,,,,,"Yes",,,,,,1.5,61,,,"Yes",,,"Yes",,
3241,,,"Yes",,,,,,,,,,,1.2,5,,,,,"Yes","Yes",,
3242,,"Yes","Yes","Yes",,,"Yes","Yes",,,,"Yes","Yes",14.3,3,"Yes",,,,,,,"Yes"
3243,,,"Yes",,,,,"Yes","Yes",,,,"Yes",12.7,14,"Yes",,,,,,,"Yes"
3244,,,"Yes","Yes",,,,"Yes",,,,,,4,49,,,,"Yes",,,"Yes",
3245,,,,,,,,,"Yes",,,"Yes",,6.6,5,"Yes",,,,,,,"Yes"
3246,,,"Yes",,,,,,,,"Yes",,,5.3,73,,,"Yes",,,,"Yes",
3248,,,,,,,,,,,,,"Yes",5.1,47,,,,"Yes",,,"Yes",
3249,,,,"Yes",,,,"Yes",,,,,,2.8,27,,,,"Yes",,,"Yes",
3250,,,,,,"Yes","Yes",,,,,,,4.5,29,,,,"Yes",,,"Yes",
3252,,,,,,"Yes",,,,,,,,3.1,27,,,,"Yes",,,"Yes",
3253,,,,,,,,,"Yes",,,,,4.9,49,,,,"Yes",,,"Yes",
3255,,,,,,"Yes",,,,,,,,3.1,44,,,,"Yes",,,"Yes",
3256,,,"Yes",,"Yes",,,"Yes",,,,,"Yes",10,13,"Yes",,,,,,,"Yes"
3257,,,"Yes",,,,,"Yes",,,,"Yes",,4.4,45,,,,"Yes",,,"Yes",
3258,,,,,"Yes",,,,,"Yes",,"Yes",,5.5,66,,,"Yes",,,,"Yes",
3259,,,,,,,,,,,,"Yes",,1.7,66,,,"Yes",,,"Yes",,
3260,,,"Yes","Yes",,,,,,,,"Yes",,4.2,32,,,,"Yes",,,"Yes",
3261,,,"Yes","Yes",,"Yes","Yes",,,,,,,7,21,"Yes",,,,,,,"Yes"
3262,,,,,"Yes","Yes",,,,,,,,5.3,65,,,"Yes",,,,"Yes",
3263,,,"Yes","Yes",,,,,"Yes",,"Yes",,"Yes",16.6,73,,"Yes",,,,,,"Yes"
3264,,,,,,"Yes",,,,,,"Yes",,4.8,42,,,,"Yes",,,"Yes",
3266,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3267,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3269,,,,"Yes",,,,,,"Yes",,"Yes",,4.6,49,,,,"Yes",,,"Yes",
3270,"Yes",,,,,,,,,,"Yes",,,5.2,73,,,"Yes",,,,"Yes",
3271,,,"Yes",,"Yes",,,,"Yes",,,"Yes","Yes",15.1,14,"Yes",,,,,,,"Yes"
3272,,,,,"Yes",,"Yes",,,,,"Yes","Yes",10.4,12,"Yes",,,,,,,"Yes"
3275,,,,"Yes",,"Yes",,,,,,,,4.4,46,,,,"Yes",,,"Yes",
3276,,,,,,,,,,,,"Yes",,1.7,72,,,"Yes",,,"Yes",,
3277,,,,,,,,,,,,"Yes",,1.7,74,,,"Yes",,,"Yes",,
3278,,,,,,,,,,,"Yes",,,4.1,73,,,"Yes",,,,"Yes",
3279,,,,,,,"Yes",,,,"Yes","Yes",,7.2,73,,"Yes",,,,,,"Yes"
3280,"Yes",,,,,,,,,,,,,1.1,2,,,,,"Yes","Yes",,
3281,,,,,,"Yes",,,,,,"Yes",,4.8,48,,,,"Yes",,,"Yes",
3282,,,"Yes",,,,,,,,,,,1.2,5,,,,,"Yes","Yes",,
3283,,,"Yes",,,,,,,,,,,1.2,5,,,,,"Yes","Yes",,
3285,,,"Yes","Yes",,,,,,"Yes",,,,4.1,31,,,,"Yes",,,"Yes",
3286,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3288,,,,,,"Yes",,,,,,,,3.1,47,,,,"Yes",,,"Yes",
3289,,,"Yes",,,,,,,,"Yes",,,5.3,73,,,"Yes",,,,"Yes",
3292,"Yes","Yes",,"Yes",,,,,,,,,,4.5,48,,,,"Yes",,,"Yes",
3293,,,,,,,"Yes",,,,,"Yes",,3.1,47,,,,"Yes",,,"Yes",
3294,,,,,,,,,,,"Yes",,,4.1,73,,,"Yes",,,,"Yes",
3295,,,"Yes",,"Yes",,,"Yes","Yes",,,"Yes",,11.5,19,"Yes",,,,,,,"Yes"
3296,,,,"Yes",,,,,,,,"Yes",,3,41,,,,"Yes",,,"Yes",
3298,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3300,,,"Yes",,,,,,,,,,,1.2,5,,,,,"Yes","Yes",,
3301,,,"Yes",,,"Yes",,,,,,"Yes",,6,23,"Yes",,,,,,,"Yes"
3303,,,"Yes",,,,,,,,"Yes",,,5.3,73,,,"Yes",,,,"Yes",
3306,,"Yes",,"Yes",,,,"Yes",,,,,,4.9,38,,,,"Yes",,,"Yes",
3308,,,"Yes",,,,,"Yes",,"Yes",,,"Yes",9.4,21,"Yes",,,,,,,"Yes"
3309,,,,,,,,,,,,,"Yes",5.1,47,,,,"Yes",,,"Yes",
3310,,,,,,,,,,"Yes",,,"Yes",6.7,3,"Yes",,,,,,,"Yes"
3311,,,,,"Yes",,,,,,,,,2.2,74,,,"Yes",,,"Yes",,
3315,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3316,"Yes",,"Yes",,"Yes",,,,"Yes",,"Yes",,"Yes",18.6,73,,"Yes",,,,,,"Yes"
3318,,,,"Yes",,,,,"Yes","Yes","Yes",,,11.9,73,,"Yes",,,,,,"Yes"
3319,,"Yes","Yes","Yes",,,,,,,"Yes",,"Yes",13.8,73,,"Yes",,,,,,"Yes"
3320,,,,,,"Yes",,,,,,,,3.1,50,,,,"Yes",,,"Yes",
3321,,,,,,,,,,"Yes",,"Yes",,3.3,30,,,,"Yes",,,"Yes",
3324,"Yes","Yes",,,,"Yes","Yes","Yes",,,"Yes",,,13.3,73,,"Yes",,,,,,"Yes"
3326,,,,,,,"Yes",,,,,"Yes",,3.1,39,,,,"Yes",,,"Yes",
3327,,,,,,,,,,,,,"Yes",5.1,26,,,,"Yes",,,"Yes",
3329,,,,,"Yes",,,,,,,,,2.2,69,,,"Yes",,,"Yes",,
3330,,"Yes","Yes","Yes",,,,,,,,,"Yes",9.7,8,"Yes",,,,,,,"Yes"
3331,,"Yes",,"Yes","Yes",,,,,,,,,5.6,54,,,"Yes",,,,"Yes",
3332,,,"Yes",,,,"Yes",,,,,,,2.6,55,,,"Yes",,,"Yes",,
3333,"Yes",,,,,,,,,,,,,1.1,2,,,,,"Yes","Yes",,
3335,"Yes",,"Yes","Yes",,,,,"Yes",,,"Yes",,10.2,22,"Yes",,,,,,,"Yes"
3336,,,,"Yes",,,,,"Yes",,,"Yes",,7.9,21,"Yes",,,,,,,"Yes"
3337,,,,,"Yes","Yes","Yes",,,,,"Yes",,8.4,9,"Yes",,,,,,,"Yes"
3338,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3339,,,,"Yes","Yes",,,,"Yes",,,"Yes",,10.1,10,"Yes",,,,,,,"Yes"
3340,,"Yes","Yes",,,,,,,,,,"Yes",8.4,16,"Yes",,,,,,,"Yes"
3341,,,,,,,,,,,"Yes",,,4.1,73,,,"Yes",,,,"Yes",
3343,,,"Yes",,"Yes",,,,,,,"Yes","Yes",10.2,13,"Yes",,,,,,,"Yes"
3345,,"Yes",,"Yes",,,,"Yes","Yes",,,,,9.8,5,"Yes",,,,,,,"Yes"
3347,,,,,,,,,"Yes",,,,,4.9,35,,,,"Yes",,,"Yes",
3348,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3350,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3351,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3352,,,,,,,,,,"Yes",,,"Yes",6.7,20,"Yes",,,,,,,"Yes"
3355,,,"Yes",,,"Yes",,,,,,,,4.3,30,,,,"Yes",,,"Yes",
3356,,,,,"Yes",,"Yes",,,"Yes",,,,5.2,57,,,"Yes",,,,"Yes",
3357,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3358,,"Yes",,"Yes",,,,,,,,,"Yes",8.5,16,"Yes",,,,,,,"Yes"
3359,,,,,,,,,,,,"Yes",,1.7,55,,,"Yes",,,"Yes",,
3360,,"Yes",,,,"Yes",,,,,"Yes",,,9.3,73,,"Yes",,,,,,"Yes"
3363,,,,,,,,,,,,"Yes",,1.7,56,,,"Yes",,,"Yes",,
3364,,"Yes","Yes",,,"Yes",,,,,,,"Yes",11.5,15,"Yes",,,,,,,"Yes"
3366,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3367,,,,,,,,,,,,"Yes",,1.7,75,,,"Yes",,,"Yes",,
3368,,"Yes",,,,,,,"Yes",,,,,7,18,"Yes",,,,,,,"Yes"
3369,,"Yes",,,,,,"Yes",,,,,"Yes",8.7,17,"Yes",,,,,,,"Yes"
3371,,,,,,,,,,,,"Yes",,1.7,53,,,"Yes",,,"Yes",,
3372,,,"Yes",,,"Yes",,"Yes",,,,,,5.8,75,,,"Yes",,,,"Yes",
3374,,,,,,,,,,,"Yes",,,4.1,73,,,"Yes",,,,"Yes",
3375,,,"Yes",,,,,,"Yes",,,,,6.1,13,"Yes",,,,,,,"Yes"
3379,,,,,,,,,,,,"Yes",,1.7,56,,,"Yes",,,"Yes",,
3381,,,,"Yes",,"Yes","Yes","Yes",,,,,,7.3,17,"Yes",,,,,,,"Yes"
3382,,,"Yes",,"Yes",,,,,"Yes",,"Yes",,6.7,16,"Yes",,,,,,,"Yes"
3383,,,,"Yes",,,"Yes",,,,,,,2.7,75,,,"Yes",,,"Yes",,
3384,,,,"Yes","Yes",,,,"Yes",,,,,8.4,7,"Yes",,,,,,,"Yes"
3385,,,,,,"Yes",,,,,"Yes",,,7.2,73,,"Yes",,,,,,"Yes"
3387,,,,,"Yes",,,,,,,,,2.2,70,,,"Yes",,,"Yes",,
3388,,,,,,,,,,,,"Yes","Yes",6.8,16,"Yes",,,,,,,"Yes"
3389,,,,,,"Yes",,,,,,"Yes",,4.8,31,,,,"Yes",,,"Yes",
3390,,"Yes","Yes","Yes","Yes",,"Yes","Yes",,"Yes","Yes","Yes",,17.1,73,,"Yes",,,,,,"Yes"
3391,,,"Yes",,,,,"Yes",,,,,,2.7,64,,,"Yes",,,"Yes",,
3392,,,"Yes",,,,,"Yes",,,,,,2.7,66,,,"Yes",,,"Yes",,
3393,,,,,,,,,,,,"Yes",,1.7,52,,,"Yes",,,"Yes",,
3394,,,,,,,,,,,,"Yes",,1.7,75,,,"Yes",,,"Yes",,
3395,,,,,,,,"Yes",,,,"Yes","Yes",8.3,24,"Yes",,,,,,,"Yes"
3396,,,,"Yes",,,,,,"Yes",,,"Yes",8,2,"Yes",,,,,,,"Yes"
3401,,,,,"Yes",,"Yes",,,,,,,3.6,36,,,,"Yes",,,"Yes",
3402,,"Yes",,,"Yes",,,,,,,"Yes",,6,10,"Yes",,,,,,,"Yes"
3403,,,,,"Yes",,,,"Yes",,,"Yes",,8.8,3,"Yes",,,,,,,"Yes"
3404,,,"Yes",,,,"Yes",,,,,,,2.6,59,,,"Yes",,,"Yes",,
3405,,,"Yes",,,,"Yes",,,,,,,2.6,70,,,"Yes",,,"Yes",,
3406,,,"Yes",,,,,,,,,,,1.2,5,,,,,"Yes","Yes",,
3407,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3409,"Yes",,,,,,,,,,"Yes",,,5.2,73,,,"Yes",,,,"Yes",
3410,,,"Yes",,,,,,,"Yes",,,,2.8,27,,,,"Yes",,,"Yes",
3411,,"Yes","Yes",,"Yes",,,,"Yes",,,,,10.4,13,"Yes",,,,,,,"Yes"
3412,,,,,"Yes",,,,,,"Yes","Yes",,8,73,,"Yes",,,,,,"Yes"
3414,"Yes",,,,"Yes",,"Yes",,,,,,,4.7,40,,,,"Yes",,,"Yes",
3415,,,"Yes",,,,,"Yes",,,,,"Yes",7.8,2,"Yes",,,,,,,"Yes"
3416,,,,,"Yes",,,,,,,,,2.2,74,,,"Yes",,,"Yes",,
3418,"Yes",,,"Yes","Yes",,,,,,,,,4.6,50,,,,"Yes",,,"Yes",
3420,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3421,,,,,,,,"Yes",,,,,,1.5,56,,,"Yes",,,"Yes",,
3422,,,"Yes",,,,,,,,,,,1.2,5,,,,,"Yes","Yes",,
3423,,,,,,,,,,,"Yes",,,4.1,73,,,"Yes",,,,"Yes",
3424,,,,"Yes","Yes",,,,,,,,,3.5,42,,,,"Yes",,,"Yes",
3427,,,,,,"Yes",,,,,,,,3.1,26,,,,"Yes",,,"Yes",
3428,,"Yes",,"Yes",,,,,,,,,,3.4,50,,,,"Yes",,,"Yes",
3429,,,"Yes",,,,,,,,,,"Yes",6.3,8,"Yes",,,,,,,"Yes"
3431,,,,,,,,,,,,"Yes",,1.7,63,,,"Yes",,,"Yes",,
3432,,,,,"Yes",,,,,,,"Yes",,3.9,33,,,,"Yes",,,"Yes",
3434,,,,,"Yes",,,,,,,,,2.2,69,,,"Yes",,,"Yes",,
3435,,,"Yes",,,,,,,,,,,1.2,5,,,,,"Yes","Yes",,
3436,,,,,,"Yes",,,,,,"Yes",,4.8,33,,,,"Yes",,,"Yes",
3437,,,"Yes",,,,,,,,,,"Yes",6.3,8,"Yes",,,,,,,"Yes"
3438,,,,,"Yes",,,,,,,,,2.2,74,,,"Yes",,,"Yes",,
3439,,,,,"Yes",,,,,,,,,2.2,57,,,"Yes",,,"Yes",,
3440,,,"Yes",,,,,,,,,,,1.2,5,,,,,"Yes","Yes",,
3441,,,,,,"Yes",,,,,"Yes",,,7.2,73,,"Yes",,,,,,"Yes"
3442,"Yes","Yes",,,,,,"Yes",,,,,"Yes",9.8,22,"Yes",,,,,,,"Yes"
3443,,,"Yes",,,,,,,"Yes",,"Yes",,4.5,45,,,,"Yes",,,"Yes",
3445,,,,,,"Yes",,,,,,,,3.1,44,,,,"Yes",,,"Yes",
3446,,,,,,"Yes",,,,,,"Yes",,4.8,50,,,,"Yes",,,"Yes",
3448,,,,,"Yes",,,,,,,"Yes",,3.9,37,,,,"Yes",,,"Yes",
3449,,,"Yes",,,,,,,,,,"Yes",6.3,13,"Yes",,,,,,,"Yes"
3451,,,,"Yes",,,,"Yes",,,,"Yes",,4.5,28,,,,"Yes",,,"Yes",
3452,,,,,,,,,,,,"Yes",,1.7,66,,,"Yes",,,"Yes",,
3453,,,,,,,,"Yes",,,,,,1.5,66,,,"Yes",,,"Yes",,
3454,"Yes",,"Yes",,,,,"Yes",,,,,,3.8,38,,,,"Yes",,,"Yes",
3455,,,,,,,,,,,,"Yes",,1.7,58,,,"Yes",,,"Yes",,
3456,,,,,"Yes","Yes",,,,,,,"Yes",10.4,11,"Yes",,,,,,,"Yes"
3457,,,,,,,,,,,,,"Yes",5.1,29,,,,"Yes",,,"Yes",
3460,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3463,,,,,,,,"Yes",,,,"Yes","Yes",8.3,16,"Yes",,,,,,,"Yes"
3464,,,,,,,,,,"Yes",,,,1.6,74,,,"Yes",,,"Yes",,
3465,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3466,,,"Yes","Yes","Yes","Yes",,"Yes",,,,"Yes","Yes",16.1,26,"Yes",,,,,,,"Yes"
3468,,,"Yes",,,,,"Yes",,,,,,2.7,70,,,"Yes",,,"Yes",,
3469,,,"Yes",,,,,,,,"Yes",,,5.3,73,,,"Yes",,,,"Yes",
3470,,"Yes","Yes",,"Yes",,,,"Yes",,,"Yes",,12.1,19,"Yes",,,,,,,"Yes"
3471,,,,,,,,,,,"Yes",,,4.1,73,,,"Yes",,,,"Yes",
3472,,,,,,,,,,"Yes",,,,1.6,71,,,"Yes",,,"Yes",,
3473,,,,,,,,,,,,"Yes",,1.7,68,,,"Yes",,,"Yes",,
3475,"Yes","Yes","Yes","Yes",,,"Yes",,,,,,"Yes",12.2,25,"Yes",,,,,,,"Yes"
3476,,,"Yes",,,,,,"Yes",,,"Yes",,7.8,22,"Yes",,,,,,,"Yes"
3477,,,,,,,,,,,,"Yes",,1.7,66,,,"Yes",,,"Yes",,
3478,,,,,,,,,,,,"Yes",,1.7,58,,,"Yes",,,"Yes",,
3480,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3482,,,,,,,,,,,,"Yes",,1.7,58,,,"Yes",,,"Yes",,
3485,,,,,,,,,"Yes",,,,,4.9,45,,,,"Yes",,,"Yes",
3486,,,,,,,,"Yes",,,,,,1.5,75,,,"Yes",,,"Yes",,
3487,,,"Yes",,,,,,,,,,,1.2,5,,,,,"Yes","Yes",,
3488,,"Yes",,,,"Yes",,,,,,,,5.2,66,,,"Yes",,,,"Yes",
3490,,,"Yes",,,,,"Yes",,"Yes",,,,4.3,34,,,,"Yes",,,"Yes",
3491,,,"Yes",,,,,,,,,,"Yes",6.3,22,"Yes",,,,,,,"Yes"
3493,,"Yes",,"Yes",,,,,"Yes",,,,,8.3,25,"Yes",,,,,,,"Yes"
3494,,,,,,,"Yes",,,,,"Yes","Yes",8.2,12,"Yes",,,,,,,"Yes"
3495,,"Yes","Yes",,"Yes",,,"Yes",,"Yes",,,,8.6,10,"Yes",,,,,,,"Yes"
3496,,,"Yes",,,,,,,,,,,1.2,5,,,,,"Yes","Yes",,
3498,,,,,,,,,"Yes",,,,,4.9,38,,,,"Yes",,,"Yes",
3500,,,,,,,,"Yes",,"Yes","Yes","Yes",,8.9,73,,"Yes",,,,,,"Yes"
3501,,,"Yes","Yes",,"Yes",,"Yes","Yes",,,,,12,2,"Yes",,,,,,,"Yes"
3502,,,,,,"Yes",,,,,,"Yes",,4.8,30,,,,"Yes",,,"Yes",
3503,"Yes","Yes",,"Yes",,,,,,"Yes",,,,6.1,15,"Yes",,,,,,,"Yes"
3504,,,,,,,,,,,,"Yes","Yes",6.8,24,"Yes",,,,,,,"Yes"
3505,,,,,,,,,,"Yes",,,,1.6,71,,,"Yes",,,"Yes",,
3506,,,"Yes",,,,,"Yes",,,"Yes",,,6.8,73,,,"Yes",,,,,"Yes"
3507,"Yes",,,,,,,,,,,,,1.1,2,,,,,"Yes","Yes",,
3508,,"Yes","Yes",,"Yes",,"Yes",,,,,,"Yes",12,4,"Yes",,,,,,,"Yes"
3509,,,"Yes",,,,,"Yes","Yes",,,,,7.6,18,"Yes",,,,,,,"Yes"
3510,,,,,,"Yes",,,"Yes",,,,,8,22,"Yes",,,,,,,"Yes"
3511,,,,,,,,"Yes",,,,,,1.5,53,,,"Yes",,,"Yes",,
3512,,,,,,"Yes",,,,,,,,3.1,29,,,,"Yes",,,"Yes",
3513,,,,,,,,,"Yes",,,,,4.9,42,,,,"Yes",,,"Yes",
3515,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3516,,,,,,,,,,,,"Yes",,1.7,68,,,"Yes",,,"Yes",,
3517,,,,,,,,,,,,"Yes",,1.7,63,,,"Yes",,,"Yes",,
3519,,"Yes","Yes",,,,,,,,,,,3.3,26,,,,"Yes",,,"Yes",
3520,,,,,,,,,,,,"Yes",,1.7,66,,,"Yes",,,"Yes",,
3523,,,,,,"Yes",,,,,,,,3.1,45,,,,"Yes",,,"Yes",
3524,,,,,,"Yes",,,,,,"Yes",,4.8,28,,,,"Yes",,,"Yes",
3525,,,,,,"Yes",,,,,,,,3.1,48,,,,"Yes",,,"Yes",
3527,,,"Yes","Yes",,,,,,,,,,2.5,64,,,"Yes",,,"Yes",,
3528,,,,,,,,,"Yes",,,,"Yes",10,16,"Yes",,,,,,,"Yes"
3530,,"Yes",,,"Yes",,,,,,"Yes",,,8.4,73,,"Yes",,,,,,"Yes"
3531,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3532,"Yes",,"Yes",,,,,,,,,,,2.3,68,,,"Yes",,,"Yes",,
3533,,,,,"Yes",,,,,"Yes",,,"Yes",8.9,17,"Yes",,,,,,,"Yes"
3534,,,,,,,,,,"Yes",,,,1.6,70,,,"Yes",,,"Yes",,
3535,,,,,"Yes",,"Yes",,,,,,,3.6,41,,,,"Yes",,,"Yes",
3536,,,,,,,,"Yes",,,,,,1.5,67,,,"Yes",,,"Yes",,
3538,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3540,,,,,,,,"Yes",,,"Yes",,,5.6,73,,,"Yes",,,,"Yes",
3541,,,"Yes",,,,,,"Yes",,"Yes",,,10.2,73,,"Yes",,,,,,"Yes"
3542,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3543,,,,,,"Yes",,,,,,,,3.1,48,,,,"Yes",,,"Yes",
3544,,,"Yes",,,,,,,"Yes",,,,2.8,27,,,,"Yes",,,"Yes",
3545,,,,,"Yes",,,,,,,,,2.2,69,,,"Yes",,,"Yes",,
3546,,,"Yes",,,,,,,,,,,1.2,5,,,,,"Yes","Yes",,
3547,"Yes",,"Yes",,,,,,,"Yes",,,,3.9,41,,,,"Yes",,,"Yes",
3548,,"Yes","Yes",,,,,,,,"Yes","Yes",,9.1,73,,"Yes",,,,,,"Yes"
3549,,"Yes",,,,,,,,,,"Yes",,3.8,45,,,,"Yes",,,"Yes",
3551,,,"Yes","Yes",,,,,,,,"Yes","Yes",9.3,17,"Yes",,,,,,,"Yes"
3556,,,"Yes","Yes",,,,"Yes",,,,,,4,27,,,,"Yes",,,"Yes",
3557,,,"Yes",,,"Yes",,"Yes",,,,,,5.8,65,,,"Yes",,,,"Yes",
3558,"Yes","Yes","Yes",,,"Yes",,,"Yes",,,"Yes",,14.1,12,"Yes",,,,,,,"Yes"
3560,,,"Yes","Yes","Yes",,,,,"Yes",,"Yes",,8,10,"Yes",,,,,,,"Yes"
3561,,,,,"Yes",,,,,,,,,2.2,61,,,"Yes",,,"Yes",,
3562,,,"Yes","Yes",,,,,,,,,,2.5,73,,,"Yes",,,"Yes",,
3563,,,,,,"Yes",,,,,,,,3.1,51,,,,"Yes",,,"Yes",
3564,,,,,,,,"Yes","Yes",,,,,6.4,22,"Yes",,,,,,,"Yes"
3566,,,"Yes",,,,,,,,"Yes",,,5.3,73,,,"Yes",,,,"Yes",
3568,,,"Yes",,,,,,,,,,,1.2,5,,,,,"Yes","Yes",,
3569,,,,,,,,,,,,"Yes",,1.7,71,,,"Yes",,,"Yes",,
3570,,,,,"Yes",,,,,,,,,2.2,53,,,"Yes",,,"Yes",,
3572,,,,,,,,,,,,,"Yes",5.1,35,,,,"Yes",,,"Yes",
3573,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3575,,"Yes",,,,,,,,,,,"Yes",7.2,17,"Yes",,,,,,,"Yes"
3576,,"Yes","Yes",,"Yes",,"Yes",,,,,,,6.9,3,"Yes",,,,,,,"Yes"
3577,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3579,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3581,,,,,,,,,,,,"Yes",,1.7,66,,,"Yes",,,"Yes",,
3582,,,,,,,,,,,,"Yes",,1.7,73,,,"Yes",,,"Yes",,
3583,,,,,,,,,"Yes",,,,"Yes",10,9,"Yes",,,,,,,"Yes"
3584,,,,,,,,,,,"Yes",,,4.1,73,,,"Yes",,,,"Yes",
3585,,,,,,,,,,,,,"Yes",5.1,32,,,,"Yes",,,"Yes",
3586,,"Yes","Yes",,,,,,,"Yes",,,,4.9,31,,,,"Yes",,,"Yes",
3588,,"Yes",,,,"Yes",,,,,,,,5.2,63,,,"Yes",,,,"Yes",
3590,,"Yes","Yes",,,"Yes",,,,,"Yes","Yes",,12.2,73,,"Yes",,,,,,"Yes"
3591,,"Yes",,,,,,,"Yes","Yes","Yes",,"Yes",17.8,73,,"Yes",,,,,,"Yes"
3593,,,"Yes",,,,,,,,,,"Yes",6.3,11,"Yes",,,,,,,"Yes"
3594,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3596,,,"Yes",,,"Yes",,,,,,,,4.3,31,,,,"Yes",,,"Yes",
3597,,,,,"Yes",,,,"Yes",,,,,7.1,15,"Yes",,,,,,,"Yes"
3598,,,,,,,,,"Yes",,,,,4.9,39,,,,"Yes",,,"Yes",
3599,,,,,,,"Yes",,,,,,,1.4,10,,,,,"Yes","Yes",,
3600,,,,,,,,,"Yes",,,"Yes",,6.6,2,"Yes",,,,,,,"Yes"
3601,,,"Yes",,,,,,,,"Yes",,,5.3,73,,,"Yes",,,,"Yes",
3604,,"Yes",,,,,,,,"Yes",,,,3.7,51,,,,"Yes",,,"Yes",
3607,,,,,,"Yes",,,,,,,,3.1,31,,,,"Yes",,,"Yes",
3608,,,,"Yes",,,,"Yes",,,"Yes",,,6.9,73,,"Yes",,,,,,"Yes"
3609,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3610,,"Yes",,,,,,"Yes",,,,"Yes",,5.3,59,,,"Yes",,,,"Yes",
3611,,,"Yes",,,,,"Yes",,"Yes",,,,4.3,35,,,,"Yes",,,"Yes",
3612,,,,,"Yes","Yes",,,,,"Yes",,,9.4,73,,"Yes",,,,,,"Yes"
3614,"Yes",,"Yes",,,,,,,,,,,2.3,51,,,,"Yes",,"Yes",,
3615,,,"Yes",,"Yes",,,,,,,,,3.4,33,,,,"Yes",,,"Yes",
3617,,,,,,"Yes",,,"Yes",,,"Yes",,9.7,11,"Yes",,,,,,,"Yes"
3619,,,,,"Yes",,,,"Yes",,,"Yes","Yes",13.9,24,"Yes",,,,,,,"Yes"
3622,"Yes",,,"Yes","Yes",,"Yes","Yes","Yes","Yes",,,,14,4,"Yes",,,,,,,"Yes"
3623,,,,,,,,,,,,"Yes",,1.7,69,,,"Yes",,,"Yes",,
3624,"Yes",,,,,,,"Yes",,,,,,2.6,68,,,"Yes",,,"Yes",,
3625,,,,"Yes","Yes",,,,,,,"Yes",,5.2,56,,,"Yes",,,,"Yes",
3626,,,,,,,,"Yes","Yes",,,,,6.4,2,"Yes",,,,,,,"Yes"
3627,,,,,,,,,,,,"Yes","Yes",6.8,17,"Yes",,,,,,,"Yes"
3628,,,,"Yes",,,,,,,,,,1.3,8,,,,,"Yes","Yes",,
3629,,,,,"Yes",,,,,,,,,2.2,51,,,,"Yes",,"Yes",,
3630,,,,"Yes","Yes",,,,,,,,,3.5,34,,,,"Yes",,,"Yes",
3631,,,"Yes","Yes",,,,,,,,,,2.5,60,,,"Yes",,,"Yes",,
3632,,,"Yes","Yes","Yes",,"Yes",,,"Yes","Yes","Yes",,13.5,73,,"Yes",,,,,,"Yes"
3633,,,,,,,"Yes",,,,,"Yes",,3.1,40,,,,"Yes",,,"Yes",
